id;uuid;name of product/component/feature/subfeature;description;type;status;color_class
17974091;2d677271-e3c9-450d-aad5-7db9f79a0202;❇️ Event notes/details;https://elation.my.salesforce.com/a3u6O0000011M1l;feature;Backlog;smokeLight
17974092;973edbf7-9655-409f-a84f-03b41e890e5b;❇️ Ability to manage appointment slots for another user;https://elation.my.salesforce.com/a3u6O0000011LzV;feature;Backlog;smokeLight
17974093;bef401e1-c705-46b2-b693-05ccdd064941;❇️ Comprehensive appointment audit log;https://elation.my.salesforce.com/a3u6O0000011M0a;feature;Backlog;smokeLight
17974094;89435e1b-3e1d-4f72-a798-424031441fa0;❇️ Create appointment from chart;https://elation.my.salesforce.com/a3u6O0000011M0g;feature;Backlog;smokeLight
17974095;375397cb-dab5-4d37-938d-49832149dc7a;❇️ Duplicate appointment alerts;https://elation.my.salesforce.com/a3u6O0000011M1U;feature;Backlog;smokeLight
17974096;99c971a5-622b-4af6-9dc5-b6837b7af2c6;Quick reschedule;"## Problem Statement

As a provider, my staff cannot efficiently schedule a patient that cancels or wants to change availability, delaying care and preventing them from spending time on meaningful tasks\.

## Value Narrative

Patients don’t have to worry if their visits are being scheduled timely and accurately\.
";feature;Done;green
17974097;c6125211-fff5-4790-ab94-ba1e2c6046bd;❇️ Scheduling for In-Home Visits;https://elation.my.salesforce.com/a3u6O0000011M3e;feature;Backlog;smokeLight
17974098;f2e64340-4eb5-4deb-afef-d84e3b6f4344;❇️ Scheduling for Phone appointments;https://elation.my.salesforce.com/a3u6O0000011M3f;feature;Backlog;smokeLight
17974099;3db8f620-ef46-4db3-8d4f-a06b1aa8df7d;❇️ Specify buffer to be added between appointments;https://elation.my.salesforce.com/a3u6O0000011M4E;feature;Backlog;smokeLight
17974100;527624c3-d402-4e0c-80d4-c80fe0c2cc6c;Suggest available time slots for booking;https://elation.my.salesforce.com/a3u6O0000011M4I;feature;Backlog;smokeLight
17974101;3e343035-308b-45f6-a4a1-dad7d7a43c7b;❇️ Time zone and location support in Elation;https://elation.my.salesforce.com/a3u6O0000011M4T;feature;Backlog;smokeLight
17974102;405c4fd9-f7cc-4aad-9b93-d6ebfe341e85;❇️ Trigger appointment creation via activities in other systems (ex: Spruce);https://elation.my.salesforce.com/a3u6O0000011M4X;feature;Backlog;smokeLight
17974103;9c5443c7-5dc0-49fc-849b-32e9fd06d246;❇️ Waitlist for patients requesting earlier appointments;https://elation.my.salesforce.com/a3u6O0000011M4m;feature;Backlog;smokeLight
17974104;36af4526-2005-4393-a675-1a108cd3302f;Provider, location, and appointment type availability;"<https://elation.my.salesforce.com/a3u6O0000011M3D>
";component;Backlog;smokeLight
17974105;aba15a82-d832-4c05-8deb-fd901c782938;❇️ Allow others to view provider schedule;https://elation.my.salesforce.com/a3u6O0000011Lzr;feature;Backlog;smokeLight
17974106;13559b17-3599-4bee-a11e-3f03ee3aed75;❇️ Surface patient / chart alerts in appointments;https://elation.my.salesforce.com/a3u6O0000011M4N;feature;Backlog;smokeLight
17974107;5ee57010-e59d-48b6-aee2-fc97ccc5e69c;❇️ Surface patient tags in appointments;https://elation.my.salesforce.com/a3u6O0000011M4O;feature;Backlog;smokeLight
17974108;4fbdec84-c189-44fc-b975-5483499e260e;❇️ Different formatting for events synced from other calendar;https://elation.my.salesforce.com/a3u6O0000011M1M;feature;Backlog;smokeLight
17974109;5b3771b3-6679-4ebf-b9f1-cf1a89fb9a1a;❇️ Outlook calendar sync;https://elation.my.salesforce.com/a3u6O0000011M2n;feature;Backlog;smokeLight
17974110;64a3997f-8e40-48bb-a15d-23d025288a17;"❇️ Reduce space taken up by ""Google Event"" on calendar item";https://elation.my.salesforce.com/a3u6O0000011M3M;feature;Backlog;smokeLight
17974111;d4035e5c-5c7a-422c-877c-46104d2e0d94;❇️ Access visit notes as I view past appointments;https://elation.my.salesforce.com/a3u6O0000011Lza;feature;Backlog;smokeLight
17974112;0a565e30-d01a-472e-a34f-e73c03cc1f6e;❇️ Customizable appointment details;https://elation.my.salesforce.com/a3u6O0000011M0x;feature;Backlog;smokeLight
17974113;82d496d7-b3d1-4e13-8963-33812ee51388;❇️ Customize Calendar View;https://elation.my.salesforce.com/a3u6O0000011M1C;feature;Backlog;smokeLight
17974114;1ccc3d31-f1da-4f29-af1d-f01ee5192f96;❇️ Printable daily/weekly schedule;https://elation.my.salesforce.com/a3u6O0000011M39;feature;Backlog;smokeLight
17974115;53a77c1f-cd12-4207-9fef-ffa79d054f82;❇️ Search for appointments by patient;https://elation.my.salesforce.com/a3u6O0000011M3j;feature;Backlog;smokeLight
17974116;77bdca16-934a-452c-96a5-9185f8047cfd;❇️ Show/hide cancelled appointments;https://elation.my.salesforce.com/a3u6O0000011M4B;feature;Backlog;smokeLight
17974117;87ea3ef7-0cfe-436c-9eef-bafa0bc9ee74;❇️ View schedule in patient chart;https://elation.my.salesforce.com/a3u6O0000011M4f;feature;Backlog;smokeLight
17974126;61ca3dcb-b6a2-4ce3-bac2-ff661d72164f;❇️ Better task assignment rules;https://elation.my.salesforce.com/a3u6O0000011M06;feature;Backlog;smokeLight
17974128;d9587c38-593f-4515-b77c-bd069a3e8e8f;❇️ Custom immunization table rows;https://elation.my.salesforce.com/a3u6O0000011M0p;feature;Backlog;smokeLight
17974129;e2c4ac29-a1c6-40dd-8a35-16c169ed2688;❇️ Generate QR code for proof of Covid testing;https://elation.my.salesforce.com/a3u6O0000011M1z;feature;Backlog;smokeLight
17974130;99d344f3-398b-4bd3-9269-84ad6863c453;❇️ Staff members available for selection in Document Vaccination form;https://elation.my.salesforce.com/a3u6O0000011M4G;feature;Backlog;smokeLight
17974303;2a70862e-5d71-4f7d-9f79-655c7de78a96;❇️ Vaccines;"";component;Backlog;smokeLight
17974307;6bc8944a-68b3-4aef-be38-b20db81ef9a4;❇️ Scheduling;"";component;Backlog;smokeLight
17974309;8ecd6057-ed28-43ce-afd2-115b014e2b51;❇️ Governance;"";component;Backlog;smokeLight
17974312;ece3df86-3fc6-4580-b059-81f2f808680d;❇️ Reporting - Panel Management;"";component;Backlog;smokeLight
17974313;7c0b924f-323b-45bf-95b1-c8571a048b30;❇️ Reporting - Operational;"";component;Backlog;smokeLight
17974315;4197565d-bb10-4b09-a333-687b5a957b28;❇️ Referrals/Letters;"";component;Backlog;smokeLight
17974410;dfcf142a-3cee-4268-81ba-ef4317803bfd;❇️ Prescriptions & Refills;"";component;Backlog;smokeLight
17974412;110ca1cc-a4c4-4a01-aa56-29a12e2a23cd;PMS Integrations;"JTBD:

- Configure PMS integrations

- Configure which bills can be released to PMS

- Deactivate PMS integrations

- Post patient payments

- Re\-send bills to PMS \(republish bill\)

- Send bill to PMS \(release or publish bill\)

- Sync appointments to PMS

- Sync insurance carriers

- Sync outstanding balance

- Sync patient demographics & insurance to PMS

";component;Backlog;smokeLight
17974414;2bc116e2-8649-48e1-8776-3f56af9a9404;❇️ Patient Surveys;"";component;Backlog;smokeLight
17974419;bdc9e879-091e-4a05-a176-dcdeb057545d;❇️ Patient Intake & Tracking;"";component;Backlog;smokeLight
17974493;371332a7-6d9c-4c51-b5b4-2ded95e81dd3;❇️ Patient Demographics;"";component;Backlog;smokeLight
17974498;38a79cbd-5583-4b50-a910-68849ca7cb3d;❇️ Patient & Front-Office Communication;"";component;Backlog;smokeLight
17974499;13039097-2fe4-4033-a953-2a5e4b2cd35e;❇️ Passport;"";component;Backlog;smokeLight
17974529;632832fd-ada8-4e13-98f3-875b3974fedb;❇️ Orders & Reports - Labs;"";component;Backlog;smokeLight
17974530;8709e682-b6aa-4a09-9c2c-c493549a39b1;Office Messages;"";component;Backlog;smokeLight
17974533;904c0b79-40ac-4703-bd85-e3fc1cd8d4f0;❇️ Mobile EHR;"";component;Backlog;smokeLight
17974547;a6def619-bce5-4bc9-8efa-3ac391542bc5;❇️ Growth Charts;"";component;Backlog;smokeLight
17974550;4d298806-6f33-4c87-b788-e6704e27655d;❇️ Faxing - Orders & Reports - Ancillary/Imaging;"";component;Backlog;smokeLight
17974552;677825fc-0a12-4748-9ff4-ca012e3c498d;❇️ Faxing - Core;"";component;Backlog;smokeLight
17974557;dc69077f-07c9-4fb9-9f0d-7fc8ed9ee247;❇️ Data Exchange;"";component;Backlog;smokeLight
17974560;fc893298-61db-40d9-9156-4521be845a88;❇️ Confidentiality;"";component;Backlog;smokeLight
17975572;e6d4ad7e-a20a-4900-bbbd-8f98511d2f68;Prevent encounter summaries from displaying in Passport;"";feature;Backlog;smokeLight
17975574;c5a052cd-199a-4135-aa5b-2caf3cb3f3ce;Prevent vitals from displaying in Passport;"";feature;Backlog;smokeLight
17982504;d4fa0647-7470-40eb-a820-4bf3a5533373;Clear the Document Vaccination form when historical type is selected;"";subfeature;Backlog;smokeLight
17992519;3f0f435f-2756-4754-87f1-d45d9f6a991b;[OLD KW REVIEW] Clinical Questionnaires;"";component;Backlog;smokeLight
17992563;9b13d57e-d57c-4ed0-9a35-222806013ace;Support standard clinical questionnaires - Phase I;"**Problem:** Customers implement time\-consuming workarounds to gather patient data based on standard clinical questionnaires\. <span data-preserve-white-space></span>

**Solution:** The CE team will start introducing some of the most pressing questionnaires that align with our current questionnaire technical infrastructure\. In some cases, some of these questionnaires might be supported by other areas of the clinical profile\.

<p></p>

<https://elationhealth.atlassian.net/wiki/spaces/PROD/pages/2471460913/Clinical+Questionnaires+-+Customer+Needs>
";feature;Done;green
17992648;9065b2f8-00df-49a4-a5bf-ea4db471701f;Explore storing clinical questionnaire results as observations in Elation;"KW's Note: This is a need we are aware of\. Storing clinical questionnaire results as observations, similar to how we store lab results, will go a long way in unlocking several use cases, including trending\. Will update this feature from ""Questionnaire results can be trended via the reports tab"" to Explore storing clinical questionnaire results as observations in Elation\.
";feature;Backlog;smokeLight
17992671;e2a03aae-f1a0-41f6-b330-410914a47997;Explore ways to add clinical questionnaires without requiring bespoke engineering effort;"";feature;Backlog;smokeLight
17992749;8c2cce6b-4357-407d-a314-02a519d5a2c4;Needs without KPIs;"";component;Backlog;smokeLight
17992987;e4aadb21-ec9a-4cc0-994a-d5e020be9416;stratify RAF gaps;"";subfeature;Backlog;smokeLight
17993518;279f473c-7ff4-46c5-8ae1-3e236013ac71;Background Code Handling;"**increase gap resolution rate for gaps that don't require EHR UX\-based coding** <span data-preserve-white-space></span>

- 100% of patient gaps reflect latest state of chart codes


- at least 10% of gap closure context in Elation is provided by external customer systems

- at least 10% of gaps are resolved outside of Elation context in external customer systems <span data-preserve-white-space></span>

";component;Backlog;smokeLight
17998253;ce0360dc-ff48-42d0-9f83-0ff6382c2ac2;Toggle option to hide inactive/deceased patients from search;"Our new Patient Status functionality enables practices to mark a patient as active, inactive, prospect, or deceased\. By default, inactive and deceased patients continue to appear in search results\. This may not be helpful for practices who wish to exclude these patients from search results\. <span data-preserve-white-space></span>

<p></p>

To create a more efficient experience, we can hide these types of patients from search results by default, and offer a checkbox which can be modified to enable customers to display these types of patients when they wish\. <span data-preserve-white-space></span>
";feature;Backlog;smokeLight
17998383;64f4be00-5f90-40a0-9e39-bcdd0828f80b;Enhance appointment statuses with custom statuses;"Currently, customers can use a pre\-configured list of appointment statuses to indicate how a patient has moved through the various stages of an appointment \(checked\-in, in\-room, checked out, etc\.\)\. <span data-preserve-white-space></span>

<p></p>

However, many customers would like more granular information, or statuses that are more specific to their operations\. By offering custom statuses, customers can create a more tailored set of statuses to better track progress through their appointment workflow
";feature;Backlog;smokeLight
17998443;404433d3-429b-449a-9899-833e1d47dc4d;Assign rooms to a location;"Problem Statement:

\* It is difficult to select the appropriate room for an appointment when a practice has many locations and rooms   
  


Solution Statement: <span data-preserve-white-space></span>

\* Associate rooms with locations and limit the rooms available for selection based on the location associated with an appointment

<span data-preserve-white-space></span>  


Why Now:

\* Last mile request from reference customer <span data-preserve-white-space></span>
";subfeature;Backlog;smokeLight
17998470;259bed6e-7ec8-45c3-af6c-e7b7f9c4cb45;Enable room and assigned provider to always be configurable on appointment;"When configuring an appointment status, customers are only able to designate a room in certain statuses\. Additionally, in many statuses it may be beneficial to know that a provider, MA, or other resource is with the patient\.  Having a dropdown to indicate who is with the patient can help ensure that the appropriate steps are taken to complete the appointment\. <span data-preserve-white-space></span>
";feature;Backlog;smokeLight
17998602;a1368c9f-19de-4761-b92a-3e4b5a3d7962;Display follow up instructions in Practice Home;"When configuring an appointment status, customers are only able to designate a room in certain statuses\. Additionally, in many statuses it may be beneficial to know that a provider, MA, or other resource is with the patient\.  Having a dropdown to indicate who is with the patient can help ensure that the appropriate steps are taken to complete the appointment\. <span data-preserve-white-space></span>
";feature;Backlog;smokeLight
17998640;9a6b5814-063f-4681-95a7-52371e424a40;Faux Financial Pillar;"";component;Backlog;smokeLight
18007507;0ce25ce5-c809-4336-8271-9a0a72e9a7b8;Vitals device integrations;"";feature;Backlog;smokeLight
18007518;c1e8512c-6226-4dc9-8e1f-899d964cdb23;Alphabetize office messages in practice home queue;"";feature;Backlog;smokeLight
18007522;76e6d44a-a71e-4ebc-84b6-11f29bb239e7;Make Office Messages Workspace Aware;"";feature;Done (Archive);green
18007915;bc7a69cc-812a-4ab6-bea7-b20f8869e920;Make appointments workspace-aware;"";feature;Backlog;smokeLight
18019512;fa7a27b1-9dde-4153-948d-9ccf7182561f;Date filters for Visit Note API;"";feature;Backlog;smokeLight
18019602;4a270b46-2290-44ab-9044-a7feae88b507;🧹 Triage/Cleanup;"";component;Backlog;smokeLight
18024497;4cbfafc4-3f01-48ca-8e09-57779615a0e4;Ability to alphabetize problems;"";subfeature;Backlog;smokeLight
18024501;a3bc67f6-d87c-4a7d-bc55-f63b5db37fc3;Ability to hide problem dates from clinical profile print out;"";subfeature;Backlog;smokeLight
18024531;36b095f3-5174-4d1f-ad81-0cb403bb987a;Visit Note import;"";feature;Backlog;smokeLight
18024559;2bd84061-0f2f-4bc3-b080-539fe971be1d;Ability to import resolved problems to visit notes with other problems;"";subfeature;Backlog;smokeLight
18028526;93d4acf2-4e6c-4dda-bddc-dc788617950d;AMD Bidi Chart Merge Support;"- Close gaps in chart merge \/ unmerge workflows

    - Considering unmerges happen so infrequently, we may not do a technical solution but instead document a manual process for resolving unmerges in AMD \(report\/work list and SOP\)

";feature;Discovery Candidate;cyan
18028830;f140352d-d7de-4896-a7ec-e745264f8c81;Location/POS - Explicit Setting;"**Background:**
We need to reconsider and enhance how location and POS automate to the bill across various permutations of settings like ServLocation feature flag, workspaces, etc\.  We need to establish a base default which the provider can set, and determine which situations would occur in an overwrite of the default \(ex: appointment location, adding a template with a location, updating the bill dialog\)\.

<p></p>

**Solution:**
Allow providers to determine base default for service location in practice settings

- practice's default location

- provider preference \(with respect to workspaces\)

- default location from last bill

- patient preferred location

- etc


Allow for Appointment location\/POS to automate to bill \(practice would need to use VN automation\)

**Contact**: <span data-preserve-white-space></span>

- Lauren

- Alpine\/ASAS

- Pine Park
";feature;Cancelled;red
18028856;8859129d-3c97-463d-b713-bc8b5646edea;Add a new entry point for questionnaire capture;"<p></p>
";subfeature;Discovery Candidate;cyan
18040045;ae7e7cc1-9226-4db8-b2d1-3eeae4534d49;CQM calculator-generated protocols/gaps;"**Problem Statement**

*Example: ""Even if practices are using electronic patient forms, practice staff still need to capture consents by paper and upload as a document, rather than electronically""*

**Solution Statement**

*Example: ""Capture patient wet signature digitally""*

**Why Now**

*Example:* ""*Suvida Top 11 \(\#6\), Alpine commit, Pine Park commit, Carebridge commit""*

**Definition of Success**

*Example: ""Suvida and Alpine have digitized their consent forms and retired their paper forms""*

**X\-Functional Partners**

*Example: PI, Enterprise CSM*

**PRD**

*Link to PRD in Confluence*

[*GTM Intake Form Template*](https://elationhealth.atlassian.net/l/cp/KN7JnP4t)

---

*Other logistical reminders:*

- *Assign this Feature to an ""Objective"" and add a priority to make it show up in the ""Features"" view for specific XF Initiatives and OKRs*

- *Assign this Feature to the appropriate ""Team Assigned"" and ""Now, Next, Later"" release to make it show up in the Now, Next, Later ""Roadmap"" view*

- *Attach feedback Notes as Insights to this Feature to ensure we're able to surface the User Impact*


<p></p>

---

##### High Level Focus

- Elation’s CQM calculator identifies and integrates with Care Gaps to surface reminders


##### Key Persona

- Clinical Quality Manager


##### Key Measures

- % of clinical quality\-focused care gaps that are generated by Elation’s CQM calculator


##### Options to Try

- [FQM Gaps in Care](https://github.com/projecttacoma/fqm-execution/wiki/Gaps-In-Care)

- [FQM Execution](https://github.com/projecttacoma/fqm-execution)

- [HL7 DEQM Gaps in Care](https://build.fhir.org/ig/HL7/davinci-deqm/StructureDefinition-gaps-bundle-deqm.html)


##### Key Data Points

- Elation only supports reminders for 10 MIPS measures


##### Dependencies and Constraints

- Elation’s current CQM isn’t viable to support adding new measures


##### Assumptions to Validate

- Open source standards\-based CQM calculators are viable


##### Cost of Delay

- Built\-in Clinical Reminders will be stuck with the current small set of 10 MIPS measures \(at best\)

- Value from investments we make it extending the breadth of CQMs will not be fully realized if we can surface POC reminders


##### Current Behavior

- Elation generates clinical reminders from its small set of 10 MIPS measures


##### Target Behavior

- Elation, with its ability to support standard\-based CQMs, generates high value and diverse gaps/reminders helping value\-based enterprises succeed in their clinical quality programs


##### Risks to Mitigate

- Standards\-based Gaps in Care concepts can integrate with Elation Care Gaps without requiring fundamental rework


##### Context

- [FHIR Clinical Quality Deck](https://docs.google.com/presentation/d/18ap9Qr9OOxenRcSbRgUiHN8f1JumUY2KufieDWVoHhc/edit?usp=sharing)

- [HL7 Gap Examples](https://build.fhir.org/ig/HL7/davinci-deqm/gaps-examples.html)

- [FQM Execution Gaps in Care](https://github.com/projecttacoma/fqm-execution/wiki/Gaps-In-Care)

- [HL7 Gaps in Care Bundles](https://build.fhir.org/ig/HL7/davinci-deqm/StructureDefinition-gaps-bundle-deqm.html)


<p></p>
<p></p>
<p></p>
<p></p>
";feature;Backlog;smokeLight
